"Grant.ID","category","date","description","amount"
"2253157-1819","Licensing Fees","
  2022-12-19","
  ATLS Certification - 2 resident","
  1400
"
"2253157-1819","Educational Workshops, Conferences or Retreat","
  2022-10-27","
  Registration for Advanced Wilderness Life Support Course","
  723.22
"
"2253157-1819","Travel","
  2022-07-29","
  Lodging for UCSD rotation (GSA Rates) - 1 resident","
  2232
"
"2253157-1819","Travel","
  2022-09-03","
  Cal ACEP AdvancED 2022 Hotel (GSA Rates) - 4 residents","
  966
"
"2253157-1819","Educational Workshops, Conferences or Retreat","
  2022-09-14","
  ACEP Scientific Assembly 2022 Registration - 8 residents","
  5210
"
"2253157-1819","Travel","
  2022-10-03","
  ACEP Scientific Assembly 2022 Hotel (GSA Rates) - 8 residents","
  7488
"
"2253157-1819","Travel","
  2022-09-29","
  ACEP Scientific Assembly 2022 Airfare - 8 residents","
  1760.05
"
"2253157-1819","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-16","
  CCS Cases subscription - 1 resident","
  80
"
"2253157-1819","Educational Materials","
  2022-12-30","
  Textbook for Program Director","
  29.35
"
"2253157-1819","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-20","
  NAEMSP Subscription - 1 faculty member","
  450
"
"2253157-1819","Licensing Fees","
  2022-12-20","
  UWorld Step 3 Test Prep - 1 resident","
  399
"
"2253157-1819","Licensing Fees","
  2022-12-20","
  Wilderness Medical Society Candidacy Fee - 1 resident","
  225
"
"2253157-1819","Licensing Fees","
  2022-12-22","
  USLME Step exam - 2 residents","
  1830
"
"2253157-1819","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, faculty development, conference travel, and memberships.","
  380598.57
"
"2253157-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  50000
"
"2253157-1920","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, conference travel, faculty development, and memberships.","
  106000
"
"2253157-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  12500
"
"2253157-2021","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, conference travel, faculty development, and memberships.","
  29150
"
"2253157-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  100000
"
"2253157-2122","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, conference travel, faculty development, and memberships.","
  25000
"
"2253174-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  30000
"
"2253174-1920","Meals","
  2022-08-05","
  Meals for resident didactics","
  258.03
"
"2253174-1920","Meals","
  2022-08-18","
  Meals for resident didactics","
  227.22
"
"2253174-1920","Meals","
  2022-07-07","
  Meals for resident didactics","
  490.66
"
"2253174-1920","Resident Well-Being","
  2022-08-17","
  PGY-1 well-being retreat","
  2180.12
"
"2253174-1920","Educational Materials","
  2022-08-11","
  AASM Sleep Medicine curriculum","
  40
"
"2253174-1920","Meals","
  2022-09-07","
  Meals for resident didactics","
  548.74
"
"2253174-1920","Recruitment","
  2022-08-19","
  Recruitment promotional material","
  928.4
"
"2253174-1920","Educational Materials","
  2022-08-22","
  ACLS Training ","
  3700.5
"
"2253174-1920","Licensing Fees","
  2022-12-28","
  FSMB Step 3 Exam - 1 resident","
  895
"
"2253174-1920","Licensing Fees","
  2022-08-30","
  FSMB Step 3 Exam - 1 resident","
  895
"
"2253174-1920","Licensing Fees","
  2022-12-28","
  FSMB Step 3 Exam - 1 resident","
  895
"
"2253174-1920","Licensing Fees","
  2022-08-31","
  FSMB Step 3 Exam - 1 resident","
  895
"
"2253174-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-25","
  AAFP memberships for PGY 2 and 3","
  1280
"
"2253174-1920","Meals","
  2022-10-19","
  Meals for resident didactics","
  215.76
"
"2253174-1920","Meals","
  2022-09-23","
  Meals for resident didactics","
  499.53
"
"2253174-1920","Meals","
  2022-10-21","
  Meals for resident didactics","
  333.86
"
"2253174-1920","Meals","
  2022-10-25","
  Meals for resident didactics","
  338.55
"
"2253174-1920","Meals","
  2022-10-25","
  Meals for resident didactics","
  334.37
"
"2253174-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-07","
  AFMRD Membership for Program Director","
  395
"
"2253174-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-02","
  CCS Cases subscription - 1 resident","
  100
"
"2253174-1920","Meals","
  2022-11-16","
  Meals for resident didactics","
  186.73
"
"2253174-1920","Meals","
  2022-11-21","
  Meals for resident well-being retreat","
  242.25
"
"2253174-1920","Meals","
  2022-11-21","
  Meals for resident well-being retreat","
  34.56
"
"2253174-1920","Educational Workshops, Conferences or Retreat","
  2022-07-02","
  Chief Resident Leadership Summit Registration - 2 residents","
  100
"
"2253174-1920","Educational Workshops, Conferences or Retreat","
  2022-07-02","
  AAFP National Conference Registration - 2 residents","
  500
"
"2253174-1920","Travel","
  2022-07-02","
  AAFP National Conference Airfare - 2 residents","
  1126
"
"2253174-1920","Travel","
  2022-07-02","
  AAFP National Conference Lodging (GSA Rates) - 2 residents","
  738
"
"2253174-1920","Educational Workshops, Conferences or Retreat","
  2022-07-29","
  ACFP CA Resident Forum Registration - 12 residents","
  660
"
"2253174-1920","Resident Well-Being","
  2022-12-15","
  Meals for resident wellness event","
  504.81
"
"2253174-1920","Recruitment","
  2022-12-15","
  Meals for interviewee open house event","
  389.75
"
"2253174-1920","Meals","
  2022-12-19","
  Meals for resident wellness event","
  504.81
"
"2253174-1920","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, conference travel, and memberships.","
  75591.75
"
"2253174-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  15000
"
"2253174-2021","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, conference travel, and memberships.","
  40500
"
"2253174-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  25000
"
"2253212-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  25103.71
"
"2253212-1920","Licensing Fees","
  2022-08-27","
  NBOME Level 3 Exam - 1 resident","
  890
"
"2253212-1920","Educational Materials","
  2022-10-24","
  MKSAP Board Prep - 47 residents","
  15831.21
"
"2253212-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-06","
  Publication costs - 1 resident","
  700
"
"2253212-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-19","
  UWorld Subscription - 1 faculty member","
  274.5
"
"2253212-1920","Educational Materials","
  2022-08-31","
  MKSAP Board Prep for Program Director and ADP","
  2038
"
"2253212-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-31","
  Publication costs - 1 resident","
  300
"
"2253212-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-07","
  ACP Membership - 1 resident","
  125
"
"2253212-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-06","
  ACP Membership - 1 resident","
  125
"
"2253212-1920","Meals","
  2022-09-06","
  Meals for didactic lectures - 9/6/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-08","
  Meals for didactic lectures - 9/8/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-12","
  Meals for didactic lectures - 9/12/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-13","
  Meals for didactic lectures - 9/13/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-15","
  Meals for didactic lectures - 9/15/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-19","
  Meals for didactic lectures - 9/19/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-20","
  Meals for didactic lectures - 9/20/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-22","
  Meals for didactic lectures - 9/22/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-26","
  Meals for didactic lectures - 9/26/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-27","
  Meals for didactic lectures - 9/27/22","
  155.12
"
"2253212-1920","Meals","
  2022-09-29","
  Meals for didactic lectures - 9/29/22","
  155.12
"
"2253212-1920","Licensing Fees","
  2022-09-20","
  NBOME Level 3 Exam - 1 resident","
  890
"
"2253212-1920","Meals","
  2022-08-01","
  Meals for didactic lectures - 8/1/22","
  115.15
"
"2253212-1920","Meals","
  2022-08-04","
  Meals for didactic lectures - 8/4/22","
  115.15
"
"2253212-1920","Meals","
  2022-08-09","
  Meals for didactic lectures - 8/9/22","
  115.15
"
"2253212-1920","Meals","
  2022-08-11","
  Meals for didactic lectures - 8/11/22","
  115.15
"
"2253212-1920","Meals","
  2022-08-15","
  Meals for didactic lectures - 8/15/22","
  115.15
"
"2253212-1920","Licensing Fees","
  2022-10-04","
  NBOME Level 3 Exam - 1 resident","
  890
"
"2253212-1920","Meals","
  2022-10-03","
  Meals for didactic lectures - 10/3/22","
  131.44
"
"2253212-1920","Meals","
  2022-10-04","
  Meals for didactic lectures - 10/4/22","
  131.44
"
"2253212-1920","Meals","
  2022-10-06","
  Meals for didactic lectures - 10/6/22","
  131.44
"
"2253212-1920","Meals","
  2022-10-11","
  Meals for didactic lectures - 10/11/22","
  131.44
"
"2253212-1920","Meals","
  2022-10-13","
  Meals for didactic lectures - 10/13/22","
  131.44
"
"2253212-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  25000
"
"2253212-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-12","
  UWorld QBank Subscription - 48 residents","
  18167.5
"
"2253212-2021","Educational Materials","
  2022-07-02","
  Diploma frames - (purchased on 6/2/2022 not included in prior report due to processing time)","
  242.28
"
"2253212-2021","Meals","
  2022-10-17","
  Meals for didactic lectures - 10/17/2022","
  131.44
"
"2253212-2021","Meals","
  2022-10-17","
  Meals for didactic lectures - 10/18/2022","
  131.44
"
"2253212-2021","Meals","
  2022-10-20","
  Meals for didactic lectures - 10/20/2022","
  130.37
"
"2253212-2021","Meals","
  2022-10-24","
  Meals for didactic lectures - 10/24/2022","
  131.44
"
"2253212-2021","Meals","
  2022-10-25","
  Meals for didactic lectures - 10/25/2022","
  131.44
"
"2253212-2021","Meals","
  2022-10-27","
  Meals for didactic lectures - 10/27/2022","
  131.44
"
"2253212-2021","Meals","
  2022-10-31","
  Meals for didactic lectures - 10/31/2022","
  131.44
"
"2253212-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-17","
  Publication fees - 1 resident","
  425
"
"2253212-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-03","
  Publication fees - 1 resident","
  50
"
"2253212-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-31","
  Publication fees - 1 resident","
  345
"
"2253212-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-16","
  Publication fees - 1 resident","
  255
"
"2253212-2021","Licensing Fees","
  2022-11-03","
  Comlex 3 exam fee","
  890
"
"2253212-2021","Meals","
  2022-11-03","
  Meals for didactic lectures - 11/3/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-07","
  Meals for didactic lectures - 11/7/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-08","
  Meals for didactic lectures - 11/8/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-10","
  Meals for didactic lectures - 11/10/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-14","
  Meals for didactic lectures - 11/14/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-15","
  Meals for didactic lectures - 11/15/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-17","
  Meals for didactic lectures - 11/17/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-21","
  Meals for didactic lectures - 11/21/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-22","
  Meals for didactic lectures - 11/22/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-28","
  Meals for didactic lectures - 11/28/2022","
  131.44
"
"2253212-2021","Meals","
  2022-11-29","
  Meals for didactic lectures - 11/29/2022","
  131.44
"
"2253212-2021","Meals","
  2022-12-01","
  Meals for didactic lectures - 12/1/2022","
  131.44
"
"2253212-2021","Meals","
  2022-12-05","
  Meals for didactic lectures - 12/5/2022","
  131.44
"
"2253212-2021","Meals","
  2022-12-06","
  Meals for didactic lectures - 12/6/2022","
  131.44
"
"2253212-2021","Meals","
  2022-12-08","
  Meals for didactic lectures - 12/8/2022","
  131.44
"
"2253212-2021","Meals","
  2022-12-12","
  Meals for didactic lectures - 12/12/2022","
  131.44
"
"2253212-2021","Unused Funds","
  2022-12-30","
  Unspent Funds to be spent on salaries, educational supplies, licensing, and memberships.","
  7419.67
"
